state,district,month,child_enrolments,adult_enrolments,total_enrolments
Jharkhand,Garhwa,2025-04,343.0,476.0,819.0
Jharkhand,Garhwa,2025-05,294.0,595.0,889.0
Jharkhand,Garhwa,2025-06,705.0,1194.0,1899.0
Jharkhand,Garhwa,2025-07,483.0,654.0,1137.0
Jharkhand,Garhwa,2025-08,475.0,853.0,1328.0
Jharkhand,Garhwa,2025-09,655.0,1175.0,1830.0
Jharkhand,Garhwa,2025-10,649.0,956.0,1605.0
Jharkhand,Garhwa,2025-11,558.0,874.0,1432.0
Jharkhand,Garhwa,2025-12,582.0,853.0,1435.0
Jharkhand,Garhwa *,2025-01,385.0,3214.0,3599.0
Jharkhand,Garhwa *,2025-02,15.0,125.0,140.0
Jharkhand,Garhwa *,2025-03,6.0,104.0,110.0
Jharkhand,Garhwa *,2025-04,11.0,70.0,81.0
Jharkhand,Garhwa *,2025-05,5.0,58.0,63.0
Jharkhand,Garhwa *,2025-06,4.0,82.0,86.0
Jharkhand,Garhwa *,2025-07,3.0,55.0,58.0
Jharkhand,Garhwa *,2025-08,7.0,55.0,62.0
Jharkhand,Garhwa *,2025-09,11.0,106.0,117.0
Jharkhand,Garhwa *,2025-10,4.0,59.0,63.0
Jharkhand,Garhwa *,2025-11,6.0,72.0,78.0
Jharkhand,Garhwa *,2025-12,7.0,72.0,79.0
Jharkhand,Giridih,2025-01,37265.0,39887.0,77152.0
Jharkhand,Giridih,2025-02,828.0,818.0,1646.0
Jharkhand,Giridih,2025-03,644.0,657.0,1301.0
Jharkhand,Giridih,2025-04,507.0,531.0,1038.0
Jharkhand,Giridih,2025-05,415.0,504.0,919.0
Jharkhand,Giridih,2025-06,901.0,1005.0,1906.0
Jharkhand,Giridih,2025-07,419.0,441.0,860.0
Jharkhand,Giridih,2025-08,591.0,697.0,1288.0
Jharkhand,Giridih,2025-09,753.0,833.0,1586.0
Jharkhand,Giridih,2025-10,779.0,897.0,1676.0
Jharkhand,Giridih,2025-11,733.0,815.0,1548.0
Jharkhand,Giridih,2025-12,811.0,926.0,1737.0
Jharkhand,Godda,2025-01,30810.0,25310.0,56120.0
Jharkhand,Godda,2025-02,768.0,729.0,1497.0
Jharkhand,Godda,2025-03,629.0,441.0,1070.0
Jharkhand,Godda,2025-04,378.0,283.0,661.0
Jharkhand,Godda,2025-05,432.0,272.0,704.0
Jharkhand,Godda,2025-06,644.0,524.0,1168.0
Jharkhand,Godda,2025-07,470.0,377.0,847.0
Jharkhand,Godda,2025-08,495.0,445.0,940.0
Jharkhand,Godda,2025-09,721.0,644.0,1365.0
Jharkhand,Godda,2025-10,590.0,512.0,1102.0
Jharkhand,Godda,2025-11,760.0,583.0,1343.0
Jharkhand,Godda,2025-12,729.0,552.0,1281.0
Jharkhand,Gumla,2025-01,21268.0,37025.0,58293.0
Jharkhand,Gumla,2025-02,794.0,971.0,1765.0
Jharkhand,Gumla,2025-03,493.0,710.0,1203.0
Jharkhand,Gumla,2025-04,299.0,462.0,761.0
Jharkhand,Gumla,2025-05,300.0,487.0,787.0
Jharkhand,Gumla,2025-06,561.0,774.0,1335.0
Jharkhand,Gumla,2025-07,327.0,449.0,776.0
Jharkhand,Gumla,2025-08,455.0,786.0,1241.0
Jharkhand,Gumla,2025-09,572.0,866.0,1438.0
Jharkhand,Gumla,2025-10,466.0,797.0,1263.0
Jharkhand,Gumla,2025-11,615.0,929.0,1544.0
Jharkhand,Gumla,2025-12,603.0,909.0,1512.0
Jharkhand,Hazaribag,2025-01,1132.0,4097.0,5229.0
Jharkhand,Hazaribag,2025-02,29.0,114.0,143.0
Jharkhand,Hazaribag,2025-03,17.0,78.0,95.0
Jharkhand,Hazaribag,2025-04,17.0,62.0,79.0
Jharkhand,Hazaribag,2025-05,16.0,55.0,71.0
Jharkhand,Hazaribag,2025-06,27.0,117.0,144.0
Jharkhand,Hazaribag,2025-07,13.0,48.0,61.0
Jharkhand,Hazaribag,2025-08,11.0,75.0,86.0
Jharkhand,Hazaribag,2025-09,19.0,122.0,141.0
Jharkhand,Hazaribag,2025-10,36.0,112.0,148.0
Jharkhand,Hazaribag,2025-11,26.0,120.0,146.0
Jharkhand,Hazaribag,2025-12,24.0,120.0,144.0
Jharkhand,Hazaribagh,2025-01,26761.0,24911.0,51672.0
Jharkhand,Hazaribagh,2025-02,636.0,609.0,1245.0
Jharkhand,Hazaribagh,2025-03,461.0,473.0,934.0
Jharkhand,Hazaribagh,2025-04,395.0,387.0,782.0
Jharkhand,Hazaribagh,2025-05,291.0,338.0,629.0
Jharkhand,Hazaribagh,2025-06,600.0,603.0,1203.0
Jharkhand,Hazaribagh,2025-07,427.0,363.0,790.0
Jharkhand,Hazaribagh,2025-08,498.0,540.0,1038.0
Jharkhand,Hazaribagh,2025-09,594.0,641.0,1235.0
Jharkhand,Hazaribagh,2025-10,539.0,539.0,1078.0
Jharkhand,Hazaribagh,2025-11,563.0,556.0,1119.0
Jharkhand,Hazaribagh,2025-12,521.0,650.0,1171.0
Jharkhand,Jamtara,2025-01,12411.0,15114.0,27525.0
Jharkhand,Jamtara,2025-02,308.0,367.0,675.0
Jharkhand,Jamtara,2025-03,214.0,283.0,497.0
Jharkhand,Jamtara,2025-04,183.0,200.0,383.0
Jharkhand,Jamtara,2025-05,115.0,171.0,286.0
Jharkhand,Jamtara,2025-06,236.0,301.0,537.0
Jharkhand,Jamtara,2025-07,163.0,198.0,361.0
Jharkhand,Jamtara,2025-08,195.0,265.0,460.0
Jharkhand,Jamtara,2025-09,274.0,343.0,617.0
Jharkhand,Jamtara,2025-10,206.0,294.0,500.0
Jharkhand,Jamtara,2025-11,281.0,356.0,637.0
Jharkhand,Jamtara,2025-12,321.0,349.0,670.0
Jharkhand,Khunti,2025-01,10538.0,17884.0,28422.0
Jharkhand,Khunti,2025-02,331.0,607.0,938.0
Jharkhand,Khunti,2025-03,209.0,484.0,693.0
Jharkhand,Khunti,2025-04,159.0,333.0,492.0
Jharkhand,Khunti,2025-05,135.0,310.0,445.0
Jharkhand,Khunti,2025-06,271.0,582.0,853.0
Jharkhand,Khunti,2025-07,110.0,265.0,375.0
Jharkhand,Khunti,2025-08,138.0,425.0,563.0
Jharkhand,Khunti,2025-09,268.0,575.0,843.0
Jharkhand,Khunti,2025-10,197.0,468.0,665.0
Jharkhand,Khunti,2025-11,241.0,562.0,803.0
Jharkhand,Khunti,2025-12,235.0,441.0,676.0
Jharkhand,Kodarma,2025-01,886.0,2579.0,3465.0
Jharkhand,Kodarma,2025-02,27.0,52.0,79.0
Jharkhand,Kodarma,2025-03,12.0,43.0,55.0
Jharkhand,Kodarma,2025-04,18.0,53.0,71.0
Jharkhand,Kodarma,2025-05,12.0,40.0,52.0
Jharkhand,Kodarma,2025-06,13.0,33.0,46.0
Jharkhand,Kodarma,2025-07,16.0,29.0,45.0
Jharkhand,Kodarma,2025-08,10.0,31.0,41.0
Jharkhand,Kodarma,2025-09,14.0,57.0,71.0
Jharkhand,Kodarma,2025-10,24.0,40.0,64.0
Jharkhand,Kodarma,2025-11,21.0,38.0,59.0
Jharkhand,Kodarma,2025-12,20.0,69.0,89.0
Jharkhand,Koderma,2025-01,12579.0,14966.0,27545.0
Jharkhand,Koderma,2025-02,290.0,281.0,571.0
Jharkhand,Koderma,2025-03,297.0,219.0,516.0
Jharkhand,Koderma,2025-04,210.0,178.0,388.0
Jharkhand,Koderma,2025-05,135.0,158.0,293.0
Jharkhand,Koderma,2025-06,260.0,311.0,571.0
Jharkhand,Koderma,2025-07,171.0,166.0,337.0
Jharkhand,Koderma,2025-08,199.0,233.0,432.0
Jharkhand,Koderma,2025-09,276.0,297.0,573.0
Jharkhand,Koderma,2025-10,222.0,274.0,496.0
Jharkhand,Koderma,2025-11,246.0,251.0,497.0
Jharkhand,Koderma,2025-12,248.0,273.0,521.0
Jharkhand,Latehar,2025-01,15793.0,14138.0,29931.0
Jharkhand,Latehar,2025-02,342.0,393.0,735.0
Jharkhand,Latehar,2025-03,204.0,312.0,516.0
Jharkhand,Latehar,2025-04,192.0,240.0,432.0
Jharkhand,Latehar,2025-05,115.0,157.0,272.0
Jharkhand,Latehar,2025-06,357.0,377.0,734.0
Jharkhand,Latehar,2025-07,128.0,206.0,334.0
Jharkhand,Latehar,2025-08,249.0,338.0,587.0
Jharkhand,Latehar,2025-09,365.0,416.0,781.0
Jharkhand,Latehar,2025-10,254.0,292.0,546.0
Jharkhand,Latehar,2025-11,360.0,418.0,778.0
Jharkhand,Latehar,2025-12,339.0,417.0,756.0
Jharkhand,Lohardaga,2025-01,9956.0,18643.0,28599.0
Jharkhand,Lohardaga,2025-02,229.0,379.0,608.0
Jharkhand,Lohardaga,2025-03,166.0,304.0,470.0
Jharkhand,Lohardaga,2025-04,118.0,170.0,288.0
Jharkhand,Lohardaga,2025-05,111.0,196.0,307.0
Jharkhand,Lohardaga,2025-06,196.0,322.0,518.0
Jharkhand,Lohardaga,2025-07,76.0,189.0,265.0
Jharkhand,Lohardaga,2025-08,150.0,310.0,460.0
Jharkhand,Lohardaga,2025-09,176.0,422.0,598.0
Jharkhand,Lohardaga,2025-10,157.0,329.0,486.0
Jharkhand,Lohardaga,2025-11,188.0,425.0,613.0
Jharkhand,Lohardaga,2025-12,187.0,381.0,568.0
Jharkhand,Pakaur,2025-01,830.0,1058.0,1888.0
Jharkhand,Pakaur,2025-02,10.0,29.0,39.0
Jharkhand,Pakaur,2025-03,3.0,14.0,17.0
Jharkhand,Pakaur,2025-04,6.0,22.0,28.0
Jharkhand,Pakaur,2025-05,6.0,9.0,15.0
Jharkhand,Pakaur,2025-06,13.0,9.0,22.0
Jharkhand,Pakaur,2025-07,2.0,5.0,7.0
Jharkhand,Pakaur,2025-08,12.0,25.0,37.0
Jharkhand,Pakaur,2025-09,8.0,22.0,30.0
Jharkhand,Pakaur,2025-10,15.0,19.0,34.0
Jharkhand,Pakaur,2025-11,32.0,23.0,55.0
Jharkhand,Pakaur,2025-12,15.0,25.0,40.0
Jharkhand,Pakur,2025-01,16730.0,12455.0,29185.0
Jharkhand,Pakur,2025-02,271.0,272.0,543.0
Jharkhand,Pakur,2025-03,124.0,98.0,222.0
Jharkhand,Pakur,2025-04,144.0,150.0,294.0
Jharkhand,Pakur,2025-05,92.0,73.0,165.0
Jharkhand,Pakur,2025-06,174.0,147.0,321.0
Jharkhand,Pakur,2025-07,62.0,63.0,125.0
Jharkhand,Pakur,2025-08,296.0,244.0,540.0
Jharkhand,Pakur,2025-09,244.0,198.0,442.0
Jharkhand,Pakur,2025-10,176.0,142.0,318.0
Jharkhand,Pakur,2025-11,244.0,210.0,454.0
Jharkhand,Pakur,2025-12,257.0,238.0,495.0
Jharkhand,Palamau,2025-01,288.0,1360.0,1648.0
Jharkhand,Palamau,2025-02,11.0,46.0,57.0
Jharkhand,Palamau,2025-03,3.0,10.0,13.0
Jharkhand,Palamau,2025-04,4.0,26.0,30.0
Jharkhand,Palamau,2025-05,4.0,21.0,25.0
Jharkhand,Palamau,2025-06,11.0,65.0,76.0
Jharkhand,Palamau,2025-07,0.0,20.0,20.0
Jharkhand,Palamau,2025-08,5.0,25.0,30.0
Jharkhand,Palamau,2025-09,13.0,54.0,67.0
Jharkhand,Palamau,2025-10,10.0,30.0,40.0
Jharkhand,Palamau,2025-11,10.0,18.0,28.0
Jharkhand,Palamau,2025-12,8.0,32.0,40.0
Jharkhand,Palamu,2025-01,38855.0,39302.0,78157.0
Jharkhand,Palamu,2025-02,904.0,860.0,1764.0
Jharkhand,Palamu,2025-03,631.0,711.0,1342.0
Jharkhand,Palamu,2025-04,478.0,518.0,996.0
Jharkhand,Palamu,2025-05,348.0,469.0,817.0
Jharkhand,Palamu,2025-06,785.0,804.0,1589.0
Jharkhand,Palamu,2025-07,426.0,468.0,894.0
Jharkhand,Palamu,2025-08,762.0,781.0,1543.0
Jharkhand,Palamu,2025-09,977.0,917.0,1894.0
Jharkhand,Palamu,2025-10,922.0,886.0,1808.0
Jharkhand,Palamu,2025-11,988.0,861.0,1849.0
Jharkhand,Palamu,2025-12,996.0,965.0,1961.0
Jharkhand,Pashchimi Singhbhum,2025-01,2811.0,7304.0,10115.0
Jharkhand,Pashchimi Singhbhum,2025-02,38.0,182.0,220.0
Jharkhand,Pashchimi Singhbhum,2025-03,36.0,143.0,179.0
Jharkhand,Pashchimi Singhbhum,2025-04,39.0,111.0,150.0
Jharkhand,Pashchimi Singhbhum,2025-05,16.0,82.0,98.0
Jharkhand,Pashchimi Singhbhum,2025-06,33.0,163.0,196.0
Jharkhand,Pashchimi Singhbhum,2025-07,36.0,107.0,143.0
Jharkhand,Pashchimi Singhbhum,2025-08,32.0,133.0,165.0
Jharkhand,Pashchimi Singhbhum,2025-09,39.0,176.0,215.0
Jharkhand,Pashchimi Singhbhum,2025-10,42.0,153.0,195.0
Jharkhand,Pashchimi Singhbhum,2025-11,47.0,159.0,206.0
Jharkhand,Pashchimi Singhbhum,2025-12,37.0,191.0,228.0
Jharkhand,Purbi Singhbhum,2025-01,3244.0,11438.0,14682.0
Jharkhand,Purbi Singhbhum,2025-02,39.0,272.0,311.0
Jharkhand,Purbi Singhbhum,2025-03,28.0,209.0,237.0
Jharkhand,Purbi Singhbhum,2025-04,35.0,169.0,204.0
Jharkhand,Purbi Singhbhum,2025-05,16.0,111.0,127.0
Jharkhand,Purbi Singhbhum,2025-06,39.0,245.0,284.0
Jharkhand,Purbi Singhbhum,2025-07,25.0,124.0,149.0
Jharkhand,Purbi Singhbhum,2025-08,27.0,191.0,218.0
Jharkhand,Purbi Singhbhum,2025-09,31.0,231.0,262.0
Jharkhand,Purbi Singhbhum,2025-10,21.0,162.0,183.0
Jharkhand,Purbi Singhbhum,2025-11,36.0,239.0,275.0
Jharkhand,Purbi Singhbhum,2025-12,29.0,285.0,314.0
Jharkhand,Ramgarh,2025-01,12087.0,13152.0,25239.0
Jharkhand,Ramgarh,2025-02,307.0,367.0,674.0
Jharkhand,Ramgarh,2025-03,171.0,265.0,436.0
Jharkhand,Ramgarh,2025-04,159.0,209.0,368.0
Jharkhand,Ramgarh,2025-05,118.0,185.0,303.0
Jharkhand,Ramgarh,2025-06,276.0,358.0,634.0
Jharkhand,Ramgarh,2025-07,154.0,199.0,353.0
Jharkhand,Ramgarh,2025-08,187.0,272.0,459.0
Jharkhand,Ramgarh,2025-09,256.0,351.0,607.0
Jharkhand,Ramgarh,2025-10,231.0,273.0,504.0
Jharkhand,Ramgarh,2025-11,256.0,376.0,632.0
Jharkhand,Ramgarh,2025-12,233.0,305.0,538.0
Jharkhand,Ranchi,2025-01,43943.0,86783.0,130726.0
Jharkhand,Ranchi,2025-02,955.0,1558.0,2513.0
Jharkhand,Ranchi,2025-03,761.0,1232.0,1993.0
Jharkhand,Ranchi,2025-04,505.0,749.0,1254.0
Jharkhand,Ranchi,2025-05,445.0,800.0,1245.0
Jharkhand,Ranchi,2025-06,893.0,1477.0,2370.0
Jharkhand,Ranchi,2025-07,448.0,752.0,1200.0
Jharkhand,Ranchi,2025-08,623.0,1223.0,1846.0
Jharkhand,Ranchi,2025-09,885.0,1557.0,2442.0
Jharkhand,Ranchi,2025-10,762.0,1477.0,2239.0
Jharkhand,Ranchi,2025-11,830.0,1574.0,2404.0
Jharkhand,Ranchi,2025-12,921.0,1661.0,2582.0
Jharkhand,Sahebganj,2025-01,25408.0,19250.0,44658.0
Jharkhand,Sahebganj,2025-02,598.0,483.0,1081.0
Jharkhand,Sahebganj,2025-03,501.0,308.0,809.0
Jharkhand,Sahebganj,2025-04,376.0,260.0,636.0
Jharkhand,Sahebganj,2025-05,339.0,232.0,571.0
Jharkhand,Sahebganj,2025-06,461.0,362.0,823.0
Jharkhand,Sahebganj,2025-07,350.0,298.0,648.0
Jharkhand,Sahebganj,2025-08,459.0,270.0,729.0
Jharkhand,Sahebganj,2025-09,547.0,419.0,966.0
Jharkhand,Sahebganj,2025-10,384.0,300.0,684.0
Jharkhand,Sahebganj,2025-11,614.0,442.0,1056.0
Jharkhand,Sahebganj,2025-12,610.0,485.0,1095.0
Jharkhand,Sahibganj,2025-01,294.0,796.0,1090.0
Jharkhand,Sahibganj,2025-02,16.0,53.0,69.0
Jharkhand,Sahibganj,2025-03,7.0,30.0,37.0
Jharkhand,Sahibganj,2025-04,6.0,28.0,34.0
Jharkhand,Sahibganj,2025-05,12.0,21.0,33.0
Jharkhand,Sahibganj,2025-06,18.0,39.0,57.0
Jharkhand,Sahibganj,2025-07,7.0,19.0,26.0
Jharkhand,Sahibganj,2025-08,18.0,24.0,42.0
Jharkhand,Sahibganj,2025-09,27.0,25.0,52.0
Jharkhand,Sahibganj,2025-10,37.0,46.0,83.0
Jharkhand,Sahibganj,2025-11,15.0,40.0,55.0
Jharkhand,Sahibganj,2025-12,15.0,18.0,33.0
Jharkhand,Seraikela-Kharsawan,2025-01,22349.0,31000.0,53349.0
Jharkhand,Seraikela-Kharsawan,2025-02,636.0,901.0,1537.0
Jharkhand,Seraikela-Kharsawan,2025-03,419.0,754.0,1173.0
Jharkhand,Seraikela-Kharsawan,2025-04,280.0,553.0,833.0
Jharkhand,Seraikela-Kharsawan,2025-05,256.0,433.0,689.0
Jharkhand,Seraikela-Kharsawan,2025-06,459.0,766.0,1225.0
Jharkhand,Seraikela-Kharsawan,2025-07,292.0,479.0,771.0
Jharkhand,Seraikela-Kharsawan,2025-08,392.0,738.0,1130.0
Jharkhand,Seraikela-Kharsawan,2025-09,447.0,801.0,1248.0
Jharkhand,Seraikela-Kharsawan,2025-10,359.0,643.0,1002.0
Jharkhand,Seraikela-Kharsawan,2025-11,471.0,768.0,1239.0
Jharkhand,Seraikela-Kharsawan,2025-12,470.0,875.0,1345.0
Jharkhand,Simdega,2025-01,15059.0,31144.0,46203.0
Jharkhand,Simdega,2025-02,270.0,700.0,970.0
Jharkhand,Simdega,2025-03,247.0,526.0,773.0
Jharkhand,Simdega,2025-04,183.0,348.0,531.0
Jharkhand,Simdega,2025-05,183.0,286.0,469.0
Jharkhand,Simdega,2025-06,215.0,438.0,653.0
Jharkhand,Simdega,2025-07,172.0,357.0,529.0
Jharkhand,Simdega,2025-08,256.0,605.0,861.0
Jharkhand,Simdega,2025-09,297.0,689.0,986.0
Jharkhand,Simdega,2025-10,162.0,430.0,592.0
Jharkhand,Simdega,2025-11,260.0,595.0,855.0
Jharkhand,Simdega,2025-12,268.0,602.0,870.0
Jharkhand,West Singhbhum,2025-01,44945.0,49422.0,94367.0
Jharkhand,West Singhbhum,2025-02,828.0,1313.0,2141.0
Jharkhand,West Singhbhum,2025-03,517.0,1069.0,1586.0
Jharkhand,West Singhbhum,2025-04,374.0,683.0,1057.0
Jharkhand,West Singhbhum,2025-05,277.0,616.0,893.0
Jharkhand,West Singhbhum,2025-06,606.0,1143.0,1749.0
Jharkhand,West Singhbhum,2025-07,290.0,572.0,862.0
Jharkhand,West Singhbhum,2025-08,553.0,954.0,1507.0
Jharkhand,West Singhbhum,2025-09,663.0,1300.0,1963.0
Jharkhand,West Singhbhum,2025-10,565.0,927.0,1492.0
Jharkhand,West Singhbhum,2025-11,667.0,1088.0,1755.0
Jharkhand,West Singhbhum,2025-12,742.0,1240.0,1982.0
Karnataka,Bagalkot,2025-01,26632.0,24124.0,50756.0
Karnataka,Bagalkot,2025-02,780.0,725.0,1505.0
Karnataka,Bagalkot,2025-03,479.0,493.0,972.0
Karnataka,Bagalkot,2025-04,483.0,538.0,1021.0
Karnataka,Bagalkot,2025-05,622.0,677.0,1299.0
Karnataka,Bagalkot,2025-06,551.0,558.0,1109.0
Karnataka,Bagalkot,2025-07,312.0,208.0,520.0
Karnataka,Bagalkot,2025-08,638.0,672.0,1310.0
Karnataka,Bagalkot,2025-09,463.0,488.0,951.0
Karnataka,Bagalkot,2025-10,506.0,525.0,1031.0
Karnataka,Bagalkot,2025-11,517.0,594.0,1111.0
Karnataka,Bagalkot,2025-12,598.0,699.0,1297.0
Karnataka,Bagalkot *,2025-01,204.0,534.0,738.0
Karnataka,Bagalkot *,2025-02,15.0,23.0,38.0
Karnataka,Bagalkot *,2025-03,18.0,29.0,47.0
Karnataka,Bagalkot *,2025-04,17.0,26.0,43.0
Karnataka,Bagalkot *,2025-05,6.0,38.0,44.0
Karnataka,Bagalkot *,2025-06,11.0,27.0,38.0
Karnataka,Bagalkot *,2025-07,5.0,9.0,14.0
Karnataka,Bagalkot *,2025-08,10.0,39.0,49.0
Karnataka,Bagalkot *,2025-09,9.0,24.0,33.0
Karnataka,Bagalkot *,2025-10,12.0,23.0,35.0
Karnataka,Bagalkot *,2025-11,9.0,31.0,40.0
Karnataka,Bagalkot *,2025-12,12.0,48.0,60.0
Karnataka,Ballari,2025-01,16402.0,8216.0,24618.0
Karnataka,Ballari,2025-02,538.0,187.0,725.0
Karnataka,Ballari,2025-03,328.0,160.0,488.0
Karnataka,Ballari,2025-04,302.0,151.0,453.0
Karnataka,Ballari,2025-05,351.0,170.0,521.0
Karnataka,Ballari,2025-06,416.0,149.0,565.0
Karnataka,Ballari,2025-07,146.0,53.0,199.0
Karnataka,Ballari,2025-08,463.0,224.0,687.0
Karnataka,Ballari,2025-09,326.0,165.0,491.0
Karnataka,Ballari,2025-10,309.0,136.0,445.0
Karnataka,Ballari,2025-11,321.0,177.0,498.0
Karnataka,Ballari,2025-12,460.0,207.0,667.0
Karnataka,Bangalore,2025-01,33651.0,100769.0,134420.0
Karnataka,Bangalore,2025-02,815.0,2190.0,3005.0
Karnataka,Bangalore,2025-03,623.0,1834.0,2457.0
Karnataka,Bangalore,2025-04,514.0,1581.0,2095.0
Karnataka,Bangalore,2025-05,823.0,2231.0,3054.0
Karnataka,Bangalore,2025-06,709.0,1863.0,2572.0
Karnataka,Bangalore,2025-07,568.0,1061.0,1629.0
Karnataka,Bangalore,2025-08,880.0,2464.0,3344.0
Karnataka,Bangalore,2025-09,524.0,1729.0,2253.0
Karnataka,Bangalore,2025-10,672.0,1925.0,2597.0
Karnataka,Bangalore,2025-11,608.0,1900.0,2508.0
Karnataka,Bangalore,2025-12,797.0,2327.0,3124.0
Karnataka,Bangalore Rural,2025-01,11816.0,11864.0,23680.0
Karnataka,Bangalore Rural,2025-02,330.0,347.0,677.0
Karnataka,Bangalore Rural,2025-03,223.0,281.0,504.0
Karnataka,Bangalore Rural,2025-04,186.0,293.0,479.0
Karnataka,Bangalore Rural,2025-05,262.0,381.0,643.0
Karnataka,Bangalore Rural,2025-06,307.0,357.0,664.0
Karnataka,Bangalore Rural,2025-07,118.0,160.0,278.0
Karnataka,Bangalore Rural,2025-08,294.0,414.0,708.0
Karnataka,Bangalore Rural,2025-09,173.0,280.0,453.0
Karnataka,Bangalore Rural,2025-10,237.0,275.0,512.0
Karnataka,Bangalore Rural,2025-11,273.0,355.0,628.0
Karnataka,Bangalore Rural,2025-12,266.0,435.0,701.0
Karnataka,Belagavi,2025-01,31310.0,18475.0,49785.0
Karnataka,Belagavi,2025-02,1379.0,348.0,1727.0
Karnataka,Belagavi,2025-03,908.0,376.0,1284.0
Karnataka,Belagavi,2025-04,688.0,315.0,1003.0
Karnataka,Belagavi,2025-05,890.0,350.0,1240.0
Karnataka,Belagavi,2025-06,724.0,291.0,1015.0
Karnataka,Belagavi,2025-07,384.0,187.0,571.0
Karnataka,Belagavi,2025-08,913.0,423.0,1336.0
Karnataka,Belagavi,2025-09,721.0,322.0,1043.0
Karnataka,Belagavi,2025-10,740.0,291.0,1031.0
Karnataka,Belagavi,2025-11,781.0,340.0,1121.0
Karnataka,Belagavi,2025-12,848.0,386.0,1234.0
Karnataka,Belgaum,2025-01,27983.0,43715.0,71698.0
Karnataka,Belgaum,2025-02,930.0,1213.0,2143.0
Karnataka,Belgaum,2025-03,622.0,936.0,1558.0
Karnataka,Belgaum,2025-04,531.0,880.0,1411.0
Karnataka,Belgaum,2025-05,637.0,1100.0,1737.0
Karnataka,Belgaum,2025-06,649.0,978.0,1627.0
Karnataka,Belgaum,2025-07,221.0,427.0,648.0
Karnataka,Belgaum,2025-08,779.0,1213.0,1992.0
Karnataka,Belgaum,2025-09,544.0,886.0,1430.0
Karnataka,Belgaum,2025-10,567.0,917.0,1484.0
Karnataka,Belgaum,2025-11,624.0,914.0,1538.0
Karnataka,Belgaum,2025-12,620.0,1155.0,1775.0
Karnataka,Bellary,2025-01,19553.0,23897.0,43450.0
Karnataka,Bellary,2025-02,501.0,661.0,1162.0
Karnataka,Bellary,2025-03,382.0,610.0,992.0
Karnataka,Bellary,2025-04,382.0,658.0,1040.0
Karnataka,Bellary,2025-05,367.0,675.0,1042.0
Karnataka,Bellary,2025-06,463.0,700.0,1163.0
Karnataka,Bellary,2025-07,156.0,254.0,410.0
Karnataka,Bellary,2025-08,493.0,727.0,1220.0
Karnataka,Bellary,2025-09,360.0,622.0,982.0
Karnataka,Bellary,2025-10,317.0,604.0,921.0
Karnataka,Bellary,2025-11,387.0,654.0,1041.0
Karnataka,Bellary,2025-12,402.0,693.0,1095.0
Karnataka,Bengaluru,2025-01,91161.0,108260.0,199421.0
Karnataka,Bengaluru,2025-02,2899.0,2100.0,4999.0
Karnataka,Bengaluru,2025-03,1617.0,1846.0,3463.0
Karnataka,Bengaluru,2025-04,1373.0,1581.0,2954.0
Karnataka,Bengaluru,2025-05,2042.0,2021.0,4063.0
Karnataka,Bengaluru,2025-06,2467.0,2124.0,4591.0
Karnataka,Bengaluru,2025-07,1417.0,1331.0,2748.0
Karnataka,Bengaluru,2025-08,2528.0,2190.0,4718.0
Karnataka,Bengaluru,2025-09,1463.0,1681.0,3144.0
Karnataka,Bengaluru,2025-10,1829.0,1844.0,3673.0
Karnataka,Bengaluru,2025-11,1576.0,1903.0,3479.0
Karnataka,Bengaluru,2025-12,2131.0,2082.0,4213.0
Karnataka,Bengaluru Rural,2025-01,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-02,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-03,2.0,0.0,2.0
Karnataka,Bengaluru Rural,2025-04,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-05,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-06,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-07,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-08,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-09,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-10,0.0,0.0,0.0
Karnataka,Bengaluru Rural,2025-11,1.0,1.0,2.0
Karnataka,Bengaluru Rural,2025-12,1.0,1.0,2.0
Karnataka,Bengaluru South,2025-01,0.0,3.0,3.0
Karnataka,Bengaluru South,2025-02,2.0,1.0,3.0
Karnataka,Bengaluru South,2025-03,0.0,7.0,7.0
Karnataka,Bengaluru South,2025-04,1.0,1.0,2.0
Karnataka,Bengaluru South,2025-05,2.0,5.0,7.0
Karnataka,Bengaluru South,2025-06,1.0,6.0,7.0
Karnataka,Bengaluru South,2025-07,2.0,5.0,7.0
Karnataka,Bengaluru South,2025-08,2.0,6.0,8.0
Karnataka,Bengaluru South,2025-09,0.0,7.0,7.0
Karnataka,Bengaluru South,2025-10,1.0,0.0,1.0
Karnataka,Bengaluru South,2025-11,0.0,7.0,7.0
Karnataka,Bengaluru South,2025-12,2.0,4.0,6.0
Karnataka,Bidar,2025-01,21738.0,25675.0,47413.0
Karnataka,Bidar,2025-02,1147.0,862.0,2009.0
Karnataka,Bidar,2025-03,711.0,655.0,1366.0
Karnataka,Bidar,2025-04,578.0,640.0,1218.0
Karnataka,Bidar,2025-05,819.0,738.0,1557.0
Karnataka,Bidar,2025-06,618.0,601.0,1219.0
Karnataka,Bidar,2025-07,301.0,232.0,533.0
Karnataka,Bidar,2025-08,829.0,774.0,1603.0
